#1.0.0,,,,,,,,,,,,
keyword,foma3x,foma2x,foma1x,pdc2,pdc1,win,cdma,sb3g,will,em,iphone,pc
&#xe74c;,;,;,;,שס,רװ,"<img localsrc=""333"" />","<img localsrc=""333"" />",&#xe340;,שס,;,"<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" />"
&#xE74C;,;,;,;,שס,רװ,"<img localsrc=""333"" />","<img localsrc=""333"" />",&#xe340;,שס,;,"<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" />"
שס,;,;,;,;,רװ,"<img localsrc=""333"" />","<img localsrc=""333"" />",&#xe340;,;,&#xe74c;,"<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74C.gif"" width=""16"" height=""16"" />"
&#xe74d;,;,;,;,שע,רװ,"<img localsrc=""424"" />","<img localsrc=""424"" />",&#xe339;,שע,;,"<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" />"
&#xE74D;,;,;,;,שע,רװ,"<img localsrc=""424"" />","<img localsrc=""424"" />",&#xe339;,שע,;,"<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" />"
שע,;,;,;,;,רװ,"<img localsrc=""424"" />","<img localsrc=""424"" />",&#xe339;,;,&#xe74d;,"<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74D.gif"" width=""16"" height=""16"" />"
&#xe74e;,;,;,;,שף,שF,"<img localsrc=""812"" />","<img localsrc=""812"" />",&#xe441;,שף,;,"<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" />"
&#xE74E;,;,;,;,שף,שF,"<img localsrc=""812"" />","<img localsrc=""812"" />",&#xe441;,שף,;,"<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" />"
שף,;,;,;,;,שF,"<img localsrc=""812"" />","<img localsrc=""812"" />",&#xe441;,;,&#xe74e;,"<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74E.gif"" width=""16"" height=""16"" />"
&#xe74f;,;,;,;,שפ,שF,"<img localsrc=""78"" />","<img localsrc=""78"" />",&#xe523;,שפ,;,"<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" />"
&#xE74F;,;,;,;,שפ,שF,"<img localsrc=""78"" />","<img localsrc=""78"" />",&#xe523;,שפ,;,"<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" />"
שפ,;,;,;,;,שF,"<img localsrc=""78"" />","<img localsrc=""78"" />",&#xe523;,;,&#xe74f;,"<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE74F.gif"" width=""16"" height=""16"" />"
&#xe750;,;,;,;,שץ,שF,"<img localsrc=""252"" />","<img localsrc=""252"" />",&#xe055;,שץ,;,"<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" />"
&#xE750;,;,;,;,שץ,שF,"<img localsrc=""252"" />","<img localsrc=""252"" />",&#xe055;,שץ,;,"<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" />"
שץ,;,;,;,;,שF,"<img localsrc=""252"" />","<img localsrc=""252"" />",&#xe055;,;,&#xe750;,"<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE750.gif"" width=""16"" height=""16"" />"
&#xe751;,;,;,;,שצ,שF,"<img localsrc=""203"" />","<img localsrc=""203"" />",&#xe019;,שצ,;,"<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" />"
&#xE751;,;,;,;,שצ,שF,"<img localsrc=""203"" />","<img localsrc=""203"" />",&#xe019;,שצ,;,"<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" />"
שצ,;,;,;,;,שF,"<img localsrc=""203"" />","<img localsrc=""203"" />",&#xe019;,;,&#xe751;,"<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE751.gif"" width=""16"" height=""16"" />"
&#xe752;,;,;,;,שק,ש•,"<img localsrc=""257"" />","<img localsrc=""257"" />",&#xe056;,שק,;,"<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" />"
&#xE752;,;,;,;,שק,ש•,"<img localsrc=""257"" />","<img localsrc=""257"" />",&#xe056;,שק,;,"<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" />"
שק,;,;,;,;,ש•,"<img localsrc=""257"" />","<img localsrc=""257"" />",&#xe056;,;,&#xe752;,"<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE752.gif"" width=""16"" height=""16"" />"
&#xe753;,;,;,;,שר,ש•,"<img localsrc=""814"" />","<img localsrc=""814"" />",&#xe404;,שר,;,"<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" />"
&#xE753;,;,;,;,שר,ש•,"<img localsrc=""814"" />","<img localsrc=""814"" />",&#xe404;,שר,;,"<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" />"
שר,;,;,;,;,ש•,"<img localsrc=""814"" />","<img localsrc=""814"" />",&#xe404;,;,&#xe753;,"<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE753.gif"" width=""16"" height=""16"" />"
&#xe754;,;,;,;,שש,רÚ,"<img localsrc=""248"" />","<img localsrc=""248"" />",&#xe01a;,שש,;,"<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" />"
&#xE754;,;,;,;,שש,רÚ,"<img localsrc=""248"" />","<img localsrc=""248"" />",&#xe01a;,שש,;,"<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" />"
שש,;,;,;,;,רÚ,"<img localsrc=""248"" />","<img localsrc=""248"" />",&#xe01a;,;,&#xe754;,"<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE754.gif"" width=""16"" height=""16"" />"
&#xe755;,;,;,;,שת,שF,"<img localsrc=""254"" />","<img localsrc=""254"" />",&#xe10b;,שת,;,"<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" />"
&#xE755;,;,;,;,שת,שF,"<img localsrc=""254"" />","<img localsrc=""254"" />",&#xe10b;,שת,;,"<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" />"
שת,;,;,;,;,שF,"<img localsrc=""254"" />","<img localsrc=""254"" />",&#xe10b;,;,&#xe755;,"<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE755.gif"" width=""16"" height=""16"" />"
&#xe756;,;,;,;,שû,רׂ,"<img localsrc=""12"" />","<img localsrc=""12"" />",&#xe044;,שû,;,"<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" />"
&#xE756;,;,;,;,שû,רׂ,"<img localsrc=""12"" />","<img localsrc=""12"" />",&#xe044;,שû,;,"<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" />"
שû,;,;,;,;,רׂ,"<img localsrc=""12"" />","<img localsrc=""12"" />",&#xe044;,;,&#xe756;,"<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE756.gif"" width=""16"" height=""16"" />"
&#xe757;,;,;,;,שü,ש˜,"<img localsrc=""350"" />","<img localsrc=""350"" />",&#xe107;,שü,;,"<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" />"
&#xE757;,;,;,;,שü,ש˜,"<img localsrc=""350"" />","<img localsrc=""350"" />",&#xe107;,שü,;,"<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" />"
שü,;,;,;,;,ש˜,"<img localsrc=""350"" />","<img localsrc=""350"" />",&#xe107;,;,&#xe757;,"<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE757.gif"" width=""16"" height=""16"" />"
"<img localsrc=""1"" />",&#xe737;,&#xe737;,&#xe737;,שÜ,ש§,;,;,&#xe252;,שÜ,&#xe737;,"<img src=""/glyph/au/UE481.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE481.gif"" width=""16"" height=""16"" />"
"<img localsrc=""2"" />",&#xe702;,&#xe702;,&#xe702;,ש§,ש§,;,;,&#xe021;,ש§,&#xe702;,"<img src=""/glyph/au/UE482.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE482.gif"" width=""16"" height=""16"" />"
"<img localsrc=""3"" />",&#xe703;,&#xe703;,&#xe703;,ש¨,ש¨,;,;,&#xe020;,ש¨,&#xe703;,"<img src=""/glyph/au/UE483.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE483.gif"" width=""16"" height=""16"" />"
"<img localsrc=""4"" />",&#xe703;,&#xe703;,&#xe703;,ש¨,ש¨,;,;,&#xe336;,ש¨,&#xe703;,"<img src=""/glyph/au/UE52C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE52C.gif"" width=""16"" height=""16"" />"
"<img localsrc=""5"" />",&#xe6b9;,&#xe6b9;,&#xe6b9;,ש],ש],;,;,&#xe23b;,ש],&#xe6b9;,"<img src=""/glyph/au/UE52D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE52D.gif"" width=""16"" height=""16"" />"
"<img localsrc=""6"" />",&#xe6b7;,&#xe6b7;,&#xe6b7;,ש[,ש[,;,;,&#xe23a;,ש[,&#xe6b7;,"<img src=""/glyph/au/UE52E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE52E.gif"" width=""16"" height=""16"" />"
"<img localsrc=""7"" />",&#xe6b9;,&#xe6b9;,&#xe6b9;,ש],ש],;,;,&#xe23d;,ש],&#xe6b9;,"<img src=""/glyph/au/UE52F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE52F.gif"" width=""16"" height=""16"" />"
"<img localsrc=""8"" />",&#xe6b7;,&#xe6b7;,&#xe6b7;,ש[,ש[,;,;,&#xe23c;,ש[,&#xe6b7;,"<img src=""/glyph/au/UE530.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE530.gif"" width=""16"" height=""16"" />"
"<img localsrc=""9"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE531.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE531.gif"" width=""16"" height=""16"" />"
"<img localsrc=""10"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE532.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE532.gif"" width=""16"" height=""16"" />"
"<img localsrc=""11"" />",&#xe6d1;,&#xe6d1;,&#xe6d1;,שu,שu,;,;,&#xe252;,שu,&#xe610;,"<img src=""/glyph/au/UE533.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE533.gif"" width=""16"" height=""16"" />"
"<img localsrc=""12"" />",&#xe756;,&#xe756;,&#xe756;,שû,רׂ,;,;,&#xe044;,שû,&#xe756;,"<img src=""/glyph/au/UE4C1.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE4C1.gif"" width=""16"" height=""16"" />"
"<img localsrc=""13"" />",&#xe713;,&#xe713;,&#xe713;,ש¸,ש,;,;,&#xe141;,ש¸,&#xe713;,"<img src=""/glyph/au/UE511.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE511.gif"" width=""16"" height=""16"" />"
"<img localsrc=""14"" />",&#xe715;,&#xe715;,&#xe715;,ש÷,שz,;,;,&#xe149;,ש÷,&#xe715;,"<img src=""/glyph/au/UE579.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE579.gif"" width=""16"" height=""16"" />"
"<img localsrc=""15"" />",&#xe69f;,&#xe69f;,&#xe69f;,שC,שC,;,;,&#xe04c;,שC,&#xe69f;,"<img src=""/glyph/au/UE486.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE486.gif"" width=""16"" height=""16"" />"
"<img localsrc=""16"" />",&#xe642;,&#xe642;,&#xe642;,ר£,ר£,;,;,&#xe13d;,ר£,&#xe642;,"<img src=""/glyph/au/UE487.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE487.gif"" width=""16"" height=""16"" />"
"<img localsrc=""17"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE534.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE534.gif"" width=""16"" height=""16"" />"
"<img localsrc=""18"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE535.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE535.gif"" width=""16"" height=""16"" />"
"<img localsrc=""19"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21b;,ש,&#xe6f8;,"<img src=""/glyph/au/UE536.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE536.gif"" width=""16"" height=""16"" />"
"<img localsrc=""20"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21b;,ש,&#xe6f8;,"<img src=""/glyph/au/UE537.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE537.gif"" width=""16"" height=""16"" />"
"<img localsrc=""21"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE538.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE538.gif"" width=""16"" height=""16"" />"
"<img localsrc=""22"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE539.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE539.gif"" width=""16"" height=""16"" />"
"<img localsrc=""23"" />",&#xe69c;,&#xe69c;,&#xe69c;,ש@,ש@,;,;,&#xe219;,ש@,&#xe69c;,"<img src=""/glyph/au/UE53A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53A.gif"" width=""16"" height=""16"" />"
"<img localsrc=""24"" />",&#xe69c;,&#xe69c;,&#xe69c;,ש@,ש@,;,;,&#xe219;,ש@,&#xe69c;,"<img src=""/glyph/au/UE53B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53B.gif"" width=""16"" height=""16"" />"
"<img localsrc=""25"" />",&#xe71f;,&#xe71f;,&#xe71f;,שִ,ש^,;,;,&#xe026;,שִ,&#xe71f;,"<img src=""/glyph/au/UE57A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE57A.gif"" width=""16"" height=""16"" />"
"<img localsrc=""26"" />",&#xe70b;,&#xe70b;,&#xe70b;,ש°,ש°,;,;,&#xe424;,ש°,&#xe70b;,"<img src=""/glyph/au/UE53C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53C.gif"" width=""16"" height=""16"" />"
"<img localsrc=""27"" />",&#xe72b;,&#xe72b;,&#xe72b;,ש׀,ש–,;,;,&#xe423;,ש׀,&#xe72b;,"<img src=""/glyph/au/UE53D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53D.gif"" width=""16"" height=""16"" />"
"<img localsrc=""28"" />",&#xe6fa;,&#xe6fa;,&#xe6fa;,ש,ש,;,;,&#xe32e;,ש,&#xe6fa;,"<img src=""/glyph/au/UE53E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53E.gif"" width=""16"" height=""16"" />"
"<img localsrc=""29"" />",&#xe6f5;,&#xe6f5;,&#xe6f5;,ש,ש,;,;,&#xe232;,ש,&#xe6f5;,"<img src=""/glyph/au/UE53F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE53F.gif"" width=""16"" height=""16"" />"
"<img localsrc=""30"" />",&#xe700;,&#xe700;,&#xe700;,ש¥,ש¥,;,;,&#xe233;,ש¥,&#xe700;,"<img src=""/glyph/au/UE540.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE540.gif"" width=""16"" height=""16"" />"
"<img localsrc=""31"" />",&#xe72f;,&#xe72f;,&#xe72f;,שװ,(‘),;,;,&#xe137;,שװ,&#xe72f;,"<img src=""/glyph/au/UE541.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE541.gif"" width=""16"" height=""16"" />"
"<img localsrc=""32"" />",&#xe700;,&#xe700;,&#xe700;,ש¥,ש¥,;,;,&#xe233;,ש¥,&#xe700;,"<img src=""/glyph/au/UE542.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE542.gif"" width=""16"" height=""16"" />"
"<img localsrc=""33"" />",&#xe6f5;,&#xe6f5;,&#xe6f5;,ש,ש,;,;,&#xe232;,ש,&#xe6f5;,"<img src=""/glyph/au/UE543.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE543.gif"" width=""16"" height=""16"" />"
"<img localsrc=""34"" />",&#xe700;,&#xe700;,&#xe700;,ש¥,ש¥,;,;,&#xe233;,ש¥,&#xe700;,"<img src=""/glyph/au/UE544.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE544.gif"" width=""16"" height=""16"" />"
"<img localsrc=""35"" />",&#xe6f5;,&#xe6f5;,&#xe6f5;,ש,ש,;,;,&#xe232;,ש,&#xe6f5;,"<img src=""/glyph/au/UE545.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE545.gif"" width=""16"" height=""16"" />"
"<img localsrc=""36"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21b;,ש,&#xe6f8;,"<img src=""/glyph/au/UE546.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE546.gif"" width=""16"" height=""16"" />"
"<img localsrc=""37"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21b;,ש,&#xe6f8;,"<img src=""/glyph/au/UE547.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE547.gif"" width=""16"" height=""16"" />"
"<img localsrc=""38"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE548.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE548.gif"" width=""16"" height=""16"" />"
"<img localsrc=""39"" />",&#xe6f8;,&#xe6f8;,&#xe6f8;,ש,ש,;,;,&#xe21a;,ש,&#xe6f8;,"<img src=""/glyph/au/UE549.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE549.gif"" width=""16"" height=""16"" />"
"<img localsrc=""40"" />",&#xe69c;,&#xe69c;,&#xe69c;,ש@,ש@,;,;,&#xe219;,ש@,&#xe69c;,"<img src=""/glyph/au/UE54A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54A.gif"" width=""16"" height=""16"" />"
"<img localsrc=""41"" />",&#xe69c;,&#xe69c;,&#xe69c;,ש@,ש@,;,;,&#xe219;,ש@,&#xe69c;,"<img src=""/glyph/au/UE54B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54B.gif"" width=""16"" height=""16"" />"
"<img localsrc=""42"" />",&#xe697;,&#xe697;,&#xe697;,רר,רר,;,;,&#xe237;,רר,&#xe697;,"<img src=""/glyph/au/UE54C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54C.gif"" width=""16"" height=""16"" />"
"<img localsrc=""43"" />",&#xe696;,&#xe696;,&#xe696;,רק,רק,;,;,&#xe238;,רק,&#xe696;,"<img src=""/glyph/au/UE54D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54D.gif"" width=""16"" height=""16"" />"
"<img localsrc=""44"" />",&#xe63e;,&#xe63e;,&#xe63e;,ר,ר,;,;,&#xe04a;,ר,&#xe63e;,"<img src=""/glyph/au/UE488.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE488.gif"" width=""16"" height=""16"" />"
"<img localsrc=""45"" />",&#xe653;,&#xe653;,&#xe653;,ר´,ר´,;,;,&#xe016;,ר´,&#xe653;,"<img src=""/glyph/au/UE4BA.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE4BA.gif"" width=""16"" height=""16"" />"
"<img localsrc=""46"" />",&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,;,;,&#xe026;,ש^,&#xe6ba;,"<img src=""/glyph/au/UE594.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE594.gif"" width=""16"" height=""16"" />"
"<img localsrc=""47"" />",&#xe6b3;,&#xe6b3;,&#xe6b3;,שW,שW,;,;,&#xe04c;,שW,&#xe6b3;,"<img src=""/glyph/au/UE489.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE489.gif"" width=""16"" height=""16"" />"
"<img localsrc=""48"" />",&#xe713;,&#xe713;,&#xe713;,ש¸,ש,;,;,&#xe325;,ש¸,&#xe713;,"<img src=""/glyph/au/UE512.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE512.gif"" width=""16"" height=""16"" />"
"<img localsrc=""49"" />",&#xe730;,&#xe730;,&#xe730;,שױ,רך,;,;,&#xe310;,שױ,&#xe730;,"<img src=""/glyph/au/UE560.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE560.gif"" width=""16"" height=""16"" />"
"<img localsrc=""50"" />",&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,;,;,&#xe002;,ש•,&#xe6f0;,"<img src=""/glyph/au/UE4FA.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE4FA.gif"" width=""16"" height=""16"" />"
"<img localsrc=""51"" />",&#xe6ec;,&#xe6ec;,&#xe6ec;,ש‘,ש‘,;,;,&#xe022;,ש‘,&#xe6ec;,"<img src=""/glyph/au/UE595.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE595.gif"" width=""16"" height=""16"" />"
"<img localsrc=""52"" />",&#xe671;,&#xe671;,&#xe671;,רׂ,רׂ,;,;,&#xe044;,רׂ,&#xe671;,"<img src=""/glyph/au/UE4C2.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE4C2.gif"" width=""16"" height=""16"" />"
"<img localsrc=""53"" />",&#xe741;,&#xe741;,&#xe741;,שז,שH,;,;,&#xe110;,שז,&#xe741;,"<img src=""/glyph/au/UE513.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE513.gif"" width=""16"" height=""16"" />"
"<img localsrc=""54"" />",&#xe732;,&#xe732;,&#xe732;,ש׳,(TM),;,;,&#xe537;,ש׳,&#xe732;,"<img src=""/glyph/au/UE54E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54E.gif"" width=""16"" height=""16"" />"
"<img localsrc=""55"" />",&#xe72f;,&#xe72f;,&#xe72f;,שװ,(~),;,;,&#xe333;,שװ,&#xe72f;,"<img src=""/glyph/au/UE54F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE54F.gif"" width=""16"" height=""16"" />"
"<img localsrc=""56"" />",&#xe689;,&#xe689;,&#xe689;,רך,רך,;,;,&#xe301;,רך,&#xe689;,"<img src=""/glyph/au/UE561.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE561.gif"" width=""16"" height=""16"" />"
"<img localsrc=""57"" />",&#xe71c;,&#xe71c;,&#xe71c;,שֱ,ש^,;,;,&#xe02c;,שֱ,&#xe71c;,"<img src=""/glyph/au/UE57B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE57B.gif"" width=""16"" height=""16"" />"
"<img localsrc=""58"" />",&#xe71c;,&#xe71c;,&#xe71c;,שֱ,ש^,;,;,&#xe02c;,שֱ,&#xe71c;,"<img src=""/glyph/au/UE47C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UE47C.gif"" width=""16"" height=""16"" />"
